album,data,musica,letra
Redenção,2008-04-15 00:00:00,Sobre Todas As Coisas Que Eu...,"1 Contributor
Sobre Todas As Coisas Que Eu... Lyrics
[Letra de ""Sobre Todas As Coisas Que Eu..."" com Fresno]
[Verso 1]
Não eu não quero lembrar
De tudo que eu deixei pra trás
Nem querer o que não volta, jamais
[Verso 2]
Não eu não quero lembrar
De todos erros que eu cometi
Não eu não quero lembrar (Não eu não quero lembrar)
De ti"
Redenção,2008-04-15 00:00:00,Não Quero Lembrar,"1 Contributor
Não Quero Lembrar Lyrics
[Letra de ""Não Quero Lembrar"" com Fresno]
[Verso 1]
E todos esses papéis?
São recordações fiéis
Ou mera lembrança da esperança
De te ver voltar de novo?
[Verso 2]
Se em todas essas canções
Te chamei nos meus refrões
Não tem mais sentido se o seu ouvido
Só prestar atenção nos outros
[Verso 3]
Não, eu não quero lembrar
Que alguém que não te quer
Está ocupando o meu lugar
Não, eu não vim conversar
Só estou te avisando pra você não procurar
Por sentimentos bons ou ruins
Sobre você dentro de mim
[Verso 4]
Veja o que o tempo faz (Veja o que o tempo faz)
Eu nem te conheço mais (Eu nem te conheço mais)
Eu nem mesmo lembro do exato momento
Em que tive o coração partido
Só lembro do que eu não fiz
De te perder por um triz
E toda essa culpa por não ter desculpa
Por ter jogado fora o seu amor
[Pré-Refrão]
Não, eu não quero lembrar (Não, eu não quero lembrar)
Não, eu não quero lembrar
Não, eu não quero lembrar que te perdi
[Refrão]
Eu não quero lembrar do que eu fui pra você (Eu não quero lembrar)
Uma simples distração pra você esquecer
Eu não quero lembrar que chegamos ao nosso fim (Eu não quero lembrar)
Eu não quero lembrar que eu vou acordar (Eu não quero lembrar)
Sabendo que meus olhos não vão te encontrar
Eu não quero lembrar que tudo acabou pra mim
[Pós-Refrão]
Não, eu não quero lembrar que te esqueci
Não, eu não quero lembrar (Vou te esquecer)
Que alguém que não te quer (Não, eu não quero lembrar)
Está ocupando o meu lugar (Vou te esquecer)
Não eu não quero lembrar (Vou te esquecer)
Que alguém que não te quer
Está ocupando o meu lugar (Não, eu não quero lembrar)
Está ocupando o meu lugar (Não, eu não quero lembrar)
Que alguém que não te quer
Está ocupando o meu lugar (Não, eu não quero lembrar)
Está ocupando o meu lugar (Não, eu não quero lembrar)
[Saída]
Não, eu não quero lembrar"
Redenção,2008-04-15 00:00:00,Uma Música,"4 Contributors
Uma Música Lyrics
Apago as memórias que não vão voltar
Esqueço as histórias pra quem vou contar
Se aqui só você poderá me ouvir
O rádio tocando, uma voz a cantar
E eu só te olhando até você lembrar
E você ouve a mesma canção que eu
Eu só queria uma música
Pra acabar com o silêncio que ficou entre nós dois
Eu só queria uma música
Eu sempre me lembro daquele verão
Final de novembro e você ainda não sabia se gostava de mim
O céu estrelado,uma noite normal
Um beijo roubado
Eu te dizendo tchau
E você ouve a mesma canção que eu
Eu só queria uma música
Pra lembrar daquele dia que marcou para nós dois
Eu só queria uma música
Eu só queria uma música
Pra dizer tudo que eu quero sem me arrepender depois
Até faria uma música pra você e ninguém mais
Pra gente viver em paz
Acho que eu fiz uma música pra você
Apago as memórias que não vão voltar
Pra você..."
Redenção,2008-04-15 00:00:00,Contas Vencidas,"2 Contributors
Contas Vencidas Lyrics
Quem procurar não vai me achar
Já encontrei o meu lugar
É triste por ser longe de você
É triste por eu não saber voltar pra casa
E ver
Que tudo que eu deixei pra trás (Oh, oh)
As cartas em cima da mesa
Tuas palavras jamais (Oh, oh)
Saíram da minha cabeça
Os dias que estão nos jornais (Antigos)
Não são os dias atuais (Sofridos)
Fazem lembrar de um tempo que eu vivi
Ao lado teu, em que eu não percebi
Que ter você era o que eu mais queria
Mas o que eu mais fazia era tentar fugir (De ti)
De tudo que eu deixei pra trás (Tudo que eu deixei pra trás)(Oh, oh)
Às cartas em cima da mesa (São contas vencidas)
Tuas palavras jamais (Tuas palavras jamais)
Saíram da minha cabeça (São como feridas)
Tentei encontrar a paz (Tentei encontrar a paz)
Me deparei com a tristeza (Da sua partida)
Tuas palavras jamais (Tuas palavras jamais)
Saíram da minha cabeça:
""Não...Não me deixe só"" (Me deixe só)"
Redenção,2008-04-15 00:00:00,Desde Quando Você Se Foi,"5 Contributors
Desde Quando Você Se Foi Lyrics
[Letra de ""Desde Quando Você Se Foi']
[Verso 1]
Mais uma história com um final
Mais um coração partido
Um novo fim pra um amor normal
Mais um choro sem sentido
Não há razão pra te escrever
Perdi a razão ao encontrar você
E as minhas palavras se misturam
Num mar de falsas canções
E te dizer
[Pré-Refrão]
Que amor não senti, é mentir pra mim
E mesmo que seja melhor assim (Te dizer)
Não posso negar que eu quero voltar
Eu sempre quis nunca precisar
Te dizer
[Refrão]
Que desde quando você se foi
Me pego pensando em nós dois
E eu não consigo ver onde que eu errei
Se um dia eu fiz você chorar
Nem meses vão te recuperar
Mais uma chance pra mostrar que eu mudei
[Verso 2]
Você diz que
É só de amor que eu sei falar
Mal sabes que
Se eu soubesse, eu tentaria te ligar
Pra dizer
[Pré-Refrão]
Que amor não senti, é mentir pra mim
E mesmo que seja melhor assim (Te dizer)
Não posso negar que eu quero voltar
Eu sempre quis nunca precisar
Nunca precisar
[Refrão]
Que desde quando você se foi (Você se foi)
Me pego pensando em nós dois (Em nós dois)
E eu não consigo ver onde que eu errei (Que eu errei)
Se um dia eu fiz você chorar (Você chorar)
Nem meses vão te recuperar
Te perdendo, eu cresci tanto que eu não sei
Se eu quero mais te encontrar
[Saída]
Te perdendo, eu cresci tanto que eu não sei
Se eu quero mais te encontrar
Te perdendo, eu cresci tanto que eu não sei
Se eu quero mais te encontrar
Te perdendo, eu cresci tanto
Se eu quero mais te encontrar
Se eu quero mais te encontrar"
Redenção,2008-04-15 00:00:00,Redenção,"4 Contributors
Redenção Lyrics
[Letra de ""Rendenção"" com Fresno]
[Verso 1]
Acorda de manhã
Procura o que vestir
Já sabe aonde ir
(Aonde eu nunca quis te levar)
[Verso 2]
O inverno está aí
Ele vem te buscar
Ele te faz sorrir
(Mas veste algo quente que o frio vai chegar)
[Ponte]
Desligue o rádio e a TV
Porque no seu Domingo eu vou aparecer
Vai ser melhor para você viver
[Verso 3]
Ostenta ser feliz
Tudo que sempre quis
Mas melhor se cuidar
(Com toda a tristeza que eu posso levar)
[Verso 4]
E é só pra te devolver
Lembre que é caro me esquecer
Barato pra você
(Não tente me esquecer, porque eu não vou deixar)
[Pré-Refrão]
Volte pra casa, vai chover
Porque eu fiz seu Domingo desaparecer
E, nem querendo, você vai viver longe de mim
[Refrão]
Se eu te disser que eu não vou mais voltar
(Você irá me procurar?)
Se eu te disser que eu não vou acordar
(Com quem você irá sonhar?)
Se eu te disser que eu não vou mais mentir
Não vá acreditar...
[Ponte]
(Mas eu não vou deixar)
Desligue o rádio e a TV
Porque no seu Domingo eu vou aparecer
(Eu não vou deixar)
Vai ser melhor para você viver longe de mim
[Pré-Refrão]
(Mas eu não vou deixar)
Volte pra casa, vai chover
(Eu não vou deixar, eu não vou deixar) Porque no seu Domingo eu vou aparecer
(Eu não vou deixar me esquecer) E, nem querendo, você vai viver longe de mim
[Refrão]
Se eu te disser que eu não vou mais voltar
(Você irá me procurar?)
Se eu te disser que eu não vou acordar
(Com quem você irá sonhar?)
Se eu te disser que eu não vou mais mentir
Não vá acreditar...
[Saída]
Se eu te disser que eu não vou mais voltar
(Se eu te disser que eu não vou mais voltar)
Se eu te disser que eu não vou acordar
(Se eu te disser que eu não vou acordar)
Se eu te disser que eu não vou mais mentir
(Se eu te disse que eu não vou mais mentir)
Não vá acreditar..."
Redenção,2008-04-15 00:00:00,Alguém Que Te Faz Sorrir,"4 Contributors
Alguém Que Te Faz Sorrir Lyrics
[Letra de ""Alguém Que Te Faz Sorrir"" com Fresno]
[Verso 1]
Eu nunca consegui
Saber diferenciar
Não querer com não mais sentir
Não merecer com não mais amar
[Verso 2]
E hoje eu estou aqui
Sem ter lugar pra ficar
Escrevendo canções pra que
Você possa escutar
Com outro alguém do seu lado...
[Refrão]
Alguém que te faz sorrir
Alguém que vai te abraçar
Quando a escuridão cair
Te impedindo de me enxergar
E eu, que hoje estou aqui
E pra sempre vou ficar
Segundos antes de dormir
De mim você vai lembrar
[Pós-Refrão]
Tente me ouvir... (Tente me ouvir)
Tente me ver...
Um outro alguém (Eu vou mudar...)
Eu juro que eu vou ser...
[Refrão]
Alguém que te faz sorrir (Alguém que te faz sorrir)
Alguém que vai te abraçar (Alguém que vai te abraçar)
Quando a escuridão cair (Quando a escuridão cair)
Quando você precisar (Quando você precisar)
De alguém que não vai mentir (De alguém que não vai mentir)
Que não quer te magoar (Que não quer te magoar)
(Segundos antes de dormir...)
De mim você vai lembrar
[Saída]
Alguém que te faz sorrir
Alguém que vai te abraçar
Quando a escuridão cair
Quando você precisar
De alguém que não vai mentir
Que não quer te magoar
Segundos antes de dormir
De mim você vai lembrar..."
Redenção,2008-04-15 00:00:00,Passado,"3 Contributors
Passado Lyrics
Ter, amar
Botar tudo a perder e não saber por que
Ver, desejar
Depois de perceber que não dá pra voltar atrás
Ontem mesmo pude ver
Tudo que eu tinha eu deixei pra trás
Só para tentar te esquecer
Tentar preencher a falta que você me faz
Mas dói demais eu ter que ver
Que eu não fui nada pra você, passado,passado
Você diz foi bem fácil me esquecer
Que o laço nasceu para ser cortado
Mas eu vou discordar
Memórias não somem assim
E ontem mesmo eu pude ver (E abandonei)
Tudo que eu tinha eu deixei pra trás (Por você)
Só para tentar te esquecer
Tentar preencher a falta que você me faz
Não vou deixar você fugir de novo pra longe de mim
Mas dói demais eu ter que ver (Oh oh...)
Que eu não fui nada pra você, passado,passado
Você diz foi bem fácil me esquecer
Que o laço nasceu para ser cortado
Mas eu vou discordar
E dói demais eu ter que ver (Eu não vou mais te deixar)
Que eu não fui nada pra você, passado
Você diz foi bem fácil me esquecer (Eu não vou mais te deixar)
Que o laço nasceu para ser cortado
(Uh, uh, uh...)
Passado, passado
(Uh, uh, uh, uh...)
Passado"
Redenção,2008-04-15 00:00:00,Goodbye,"2 Contributors
Goodbye Lyrics
Um dia eu escrevi uma canção
Que começava e terminava com Goodbye
Fugi pra longe do teu coração
Com essa angustia que não deixa o meu em paz
Pra que fugir se ninguém vai seguir
Meus passos rumo a solidão?
Pra que fingir que você vai me ouvir
Se nunca prestou atenção
No tempo que eu perdi pensando em ti
Que serviu pra me ensinar
Mas tudo acaba aqui, eu nunca previ
Achei que nunca iria dizer Goodbye
E vai ser sempre assim
Pois já faz parte de mim
O meu destino é sempre procurar...
O tempo que eu perdi pensando em ti
Que serviu pra me ensinar
Mas tudo acaba aqui, e eu nunca previ
Achei que nunca iria dizer Goodbye
Achei que nunca iria...
Achei que nunca iria dizer Goodbye
Achei que não
Achei que nunca iria dizer Goodbye
Goodbye"
Redenção,2008-04-15 00:00:00,Europa,"3 Contributors
Europa Lyrics
Quando soltei a sua mão
As flores do seu lado
Serviam pra te consolar
Imagens na televisão
São parte do passado
De um pesadelo e não há como acordar
Perceber que não há nenhum dia para você recordar
Que aqui fora só existem lembranças que você vai se lembrar
Dos espelhos que sempre mostraram tristeza no seu olhar
Presa dentro dessa dor
Sem ninguém pra te ajudar
Presa nesse corredor
Desistindo de tentar
Presa dentro dessa dor
Não há como te salvar
Presa onde você for
Me diga o que fazer sozinho
Eu não sei
Sem te seguir nesse caminho
Que eu trilhei
Eu prometi um dia te mostrar
Jurei que iria te levar pra outro lugar
E como eu vou viver sozinho?
Eu não sei
Se me perdi nos teus caminhos
No dia em que você me perdeu
Me diga como tudo isso aconteceu
Aonde foi que a gente esqueceu? (Uh uh uh...)
Presa dentro dessa dor
Eu descobri que também estou..
Preso dentro dessa dor
Sem ninguém pra me ajudar
Preso nesse corredor
Desistindo de tentar
Preso dentro dessa dor
Não há como me salvar
Eu vou aonde você for
E a sua mão não vou soltar
Oh oh oh oh oh (3x)
E a sua mão não vou soltar...
Presa dentro dessa dor...
Oh oh oh oh oh (2x)"
Redenção,2008-04-15 00:00:00,Você Perdeu de Novo,"1 Contributor
Você Perdeu de Novo Lyrics
Não venha me dizer o que eu devo fazer
Você não sabe como é tentar viver ao lado seu
Tentando ser alguém pra você se orgulhar
Você não sabe o que é viver no meu lugar
E eu, eu não vou
Eu não vou me sujeitar
Ao que está nos seus planos
Eu não vou
Eu não quero acreditar
Que em todos esses anos
Eu não pude enxergar
(Sofrer, mentir, desrespeitar)
Não são regras do jogo
Que eu não quero jogar
(Quero outro alguém pra enfrentar)
Você perdeu de novo
Como é que você achou tempo pra bolar
Tantas mentiras sem ninguém para contar?
Não vai ser eu quem vai ficar aqui sozinho outra vez
Nada mais justo depois do que você fez
Eu vou falar e não pretendo repetir
Eu vou cantar bem alto pra você me ouvir
Que eu não sou mais quem você conheceu
A dois anos atras
Quem te amou demais e você machucou
E eu, eu não vou
Eu não vou me sujeitar
Ao que está nos seus planos
Eu não vou
Eu não quero acreditar
Eu não pude enxergar
(Sofrer, mentir, desrespeitar)
Não são regras do jogo
Que eu não quero jogar
(Quero outro alguém pra enfrentar)
Você perdeu de novo
(Não venha me dizer o que devo fazer)
Você perdeu de novo
(Você nem sabe como é tentar viver...)
Você perdeu de novo"
Redenção,2008-04-15 00:00:00,Polo,"3 Contributors
Polo Lyrics
Se eu te disser que foi difícil te esquecer
Seria o mesmo que dizer não sou capaz
De me curar das surras que o mundo me dá
De prosseguir deixar o que passou pra trás
Eu devo desistir pra um dia ser feliz?
Ou devo resistir? Eu devo insistir?
Cantando e mais do que isso gritando
E às vezes até confessando que eu não sei amar
Pois sabendo, eu não estaria sofrendo
E ainda por cima escrevendo, ao invés de falar
Será que alguém já te fez chorar (Te fez chorar)
Mesmo sem ter proferido uma palavra?
E o que você fez? tentou lutar? (Tentou lutar)
Ou compôs uma canção indo pra casa
Eu devo desistir pra um dia ser feliz?
Ou devo resistir? (Não, não eu não vou desistir assim!)
Ou devo insistir? (Não, não eu não vou desistir!)
Cantando e mais do que isso gritando
E às vezes até confessando que eu não sei amar
Pois sabendo, eu não estaria sofrendo
E ainda por cima escrevendo, ao invés de falar
(Não, não eu não vou desistir assim) (3x)
Cantando e mais do que isso gritando
E às vezes até confessando que eu não sei amar
(Não, não eu não vou desistir assim) (3x)
Pois sabendo, eu não estaria sofrendo
E ainda por cima escrevendo, ao invés de falar
(Uoh uoh uoh)
Não, não eu não vou desistir assim (4x)"
Redenção,2008-04-15 00:00:00,Milonga,"4 Contributors
Milonga Lyrics
“Milonga,” última faixa do Redenção, fala de uma desilucão amorosa como diversas outras músicas da Fresno. O que fez dela especial foi sua estrutura não convencional, sem repetição de versos e sem um refrão… 
Read More
 
[Letra de ""Milonga""]
[Verso 1: Lucas Silveira & 
Esteban Tavares
]
Vamos falar de solidão
Na sua casa, eu nunca mais entrei
Mas decorei com exatidão
Todas as coisas como eu deixei (
Oh, oh, oh, oh
)
Versos jogados pelo chão (
Oh, oh
)
Lembranças do que não presenciei (
Oh, oh, oh, oh
)
Mas decorei com exatidão
Como o passado que eu mesmo criei
[Ponte: Lucas Silveira & 
Esteban Tavares
]
E tudo que eu posso oferecer, são minhas palavras pra você
No plágio de uma bela melodia
E tudo que eu quero te dizer, eu já cansei de escrever
Quero te ver enquanto não é dia
[Verso 2: Lucas Silveira]
Mas diz por que tu vais embora, mas diz por que tens tanto medo
Se não acorda cedo, nem trabalha, estuda ou namora
Mas diz por que chegou a hora, agora que eu venci meu medo
Te peguei pelos dedos pra dançar enquanto o sol demora
Para chegar trazendo aurora e a luz que cega e me dá medo
E como um torpedo, eu deslizo, eu voo num mar de lençóis
E a cada dobra conta histórias, de muitas delas sinto medo
São muitos enredos enrolados e embriagados
Como nós
Tão a sós
Como nós
Tão a sós
[Saída: Lucas Silveira & 
Esteban Tavares
]
Por que você insiste em dizer
(
Quando você não esperar vai doer e eu sei como vai doer
)
Que ainda existe vida sem você?
(
E vai passar como passou por mim e fazer com que se sinta assim como eu sinto
)
Por que você insiste em dizer
(
Como eu vejo, como eu vivo, como eu não canso de tentar
)
Que ainda existe vida sem você?
(
Eu sei que vai ouvir, eu sei que vai lembrar, vai rezar pra esquecer, vai pedir pra esquecer
)
(
Mas eu não vou deixar, eu não vou deixar
)
(Por que você insiste em dizer)
E eu não quero lembrar do que eu fui pra você
(Que ainda existe vida sem você?)
Uma simples distração pra você esquecer
Eu não quero lembrar que chegamos ao nosso fim
(Por que você insiste em dizer)
Eu não quero lembrar que eu vou acordar
(Que ainda existe vida sem você?)
Sabendo que meus olhos não vão te encontrar
Eu não quero lembrar que tudo acabou pra mim
Vou te esquecer, vou te esquecer
Vou te esquecer, vou te esquecer
Por que você insiste em dizer que ainda existe vida"
Ciano,2006-06-01 00:00:00,A Resposta,"2 Contributors
A Resposta Lyrics
[Letra de ""A Resposta"" com Fresno]
[Refrão]
(Te perdoar...)
Não vai ser o bastante pra me ver voltar (depois do que eu sofri...)
(Te perdoar...)
Não vai ser num instante que eu vou mudar
Enxugue o sangue dos meus olhos!
[Verso 1]
Você falou
Que dentre nós dois o melhor sempre fui eu
Você faltou
Com a sua palavra ao mentir pra mim
E eu percebi
Que você era humana como todos nós
E eu recebi
Em dobro tudo que um dia eu fiz pra ti
[Pré-Refrão]
E hoje eu estou
Tentando ver se um dia eu vou aceitar...
[Refrão]
(Te perdoar...)
Não vai ser o bastante pra me ver voltar (depois do que eu sofri...)
(Te perdoar...)
Não vai ser num instante que eu vou mudar
Enxugue o sangue dos meus olhos!
[Ponte Instrumental]
[Refrão]
(Te perdoar...)
Dormir com a certeza de que eu vou sonhar
(Te perdoar...)
Mais uma chance para eu te demonstrar
(Te perdoar...)
Não é a solução pra todos os problemas que existem entre nós
(Te perdoar…)
É voltar a ter boas memórias ao ouvir a tua voz"
Ciano,2006-06-01 00:00:00,Quebre As Correntes,"6 Contributors
Quebre As Correntes Lyrics
[Letra de ""Quebre As Correntes"" com Fresno]
[Verso 1]
E o que fazer
Quando não estão mais nem aí para você?
Quando seu mundo não passa de uma prisão?
E o que dizer
Quando a sua vida não é igual à da TV?
Quando as pessoas tratam mal seu coração?
Quebre as correntes!
[Refrão]
Prometa não chorar e não se arrepender (Não chorar, não chorar)
O que você precisar se encontra em você (Não chorar, não chorar)
[Verso 2]
E como agir
Se mãos amigas se transformam em punhais?
E todos acham que você não é capaz (de desatar os nós)?
E o que sentir
Quando até mesmo você chega a duvidar
Que ainda existe alguma chance de virar (o jogo pra você)?
[Ponte]
Não vou deixar desmoronar
Castelos que eu construí
Com minhas mãos na areia
A vida tem de prosseguir
[Refrão]
Prometa não chorar e não se arrepender (Não chorar, não chorar)
O que você precisar se encontra em você (Não chorar, não chorar)
Prometa não chorar e não se arrepender (Não chorar, não chorar)
O que você precisar se encontra em você (Não chorar, não chorar)
[Saída]
(Não chorar, não chorar)
(Não chorar, não chorar)"
Ciano,2006-06-01 00:00:00,O Que Hoje Você Vê,"2 Contributors
O Que Hoje Você Vê Lyrics
[Letra de ""O Que Hoje Você Vê"" com Fresno]
[Verso 1]
Quando ele passa ninguém vê
Quando ele fala não se ouviu
Mesmo que o sol tente aquecer
Lá dentro dele está tão frio
[Verso 2]
Ele tem tanto a dizer
Ninguém se dispõe a ouvir
Todos se importam em não ver
Tentam fazê-lo desistir
(Não)
[Refrão]
E hoje ele está
Tentando implantar
Memórias de um passado que não é real
Pra amenizar
A dor de aceitar
Que, tudo que ele fez pra ser alguém normal
Não serviu
[Verso 3]
E não há nada ou ninguém
Que diga que ele é assim
Por fora, tudo está tão bem
Por dentro, o choro não tem fim
[Verso 4]
E você nem pensou
Em falar, nem ao menos
Sorriu quando ele te olhou
E sorriu pra você
Tudo bem, você tinha
Apenas 10 anos
Mas saiba que isso causou
O que hoje você vê
Aqui
[Refrão]
E hoje ele está
Tentando implantar
Memórias de um passado que não é real
Pra amenizar
A dor de aceitar
Que, tudo que ele fez pra ser alguém normal
Não serviu
[Pós-Refrão]
E se eu te falar que ele sou eu?
E se eu confessar que dói demais
Saber que tudo aconteceu
E não poder voltar atrás?"
Ciano,2006-06-01 00:00:00,Absolutamente Nada,"5 Contributors
Absolutamente Nada Lyrics
[Letra de ""O Que Hoje Você Vê"" com Fresno]
[Verso]
Tudo
Tá tão igual
Assim
Como eu deixei
Nem parece
Que se passaram
Dois anos
Que eu falei
Pra você
Nada
[Ponte]
Mais uma vez
Encontro em mim o cheiro que há em teus lençóis
Ilusão
Pois sei que não existe algo entre nós
Eu não sei
Se teus ouvidos estão prontos pra me ouvir
Pois não te vejo mais
Não sei mais como você é
[Pré-Refrão]
Quis dizer
Pra você
[Refrão]
Que nada vai fazer voltar
O tempo que eu perdi
Tentando te falar
Que eu não consigo respirar
Com medo de chorar
De ouvir você falar
[Ponte Instrumental]
[Refrão]
E nada vai fazer voltar (Nada vai fazer voltar)
O tempo que eu perdi
Tentando te falar
Que eu não consigo respirar (Não consigo respirar)
Com medo de chorar
De ouvir você falar
Não
(Você falar)
[Saída]
Com medo de chorar
De ouvir você falar
Não
(Você falar)
(Não consigo respirar)
Com medo de chorar
De ouvir você falar
Não"
Ciano,2006-06-01 00:00:00,Cada Poça Dessa Rua Tem Um Pouco De Minhas Lágrimas,"4 Contributors
Cada Poça Dessa Rua Tem Um Pouco De Minhas Lágrimas Lyrics
[Letra de ""Cada Poça Dessa Rua Tem Um Pouco De Minhas Lágrimas"" com Fresno]
[Verso 1]
Você vai dizer
""Eu não fiz por mal
Eu não quis te magoar""
E eu vou dizer
Que seria ideal
Fugir, te abandonar
Pra sempre, pra sempre...
[Verso 2]
Começa a chover
E a lágrima vai se misturar
Com a água que cai do céu
E ao anoitecer
Em vão, eu tento encontrar
O que de mim você levou
Pra sempre, pra sempre...
[Refrão 1]
Perdoa por eu não poder te perdoar
Dói muito mais em mim não ter a quem amar
Ecoa em mim o silêncio dessa solidão
Pudera eu viver sem coração!
[Pós-Refrão]
Viver sem você
Sem você
Viver sem você
[Refrão 2]
Em cada poça dessa rua você vai me ver
Em cada gota dessa chuva você vai sentir minhas lágrimas
Minhas lágrimas
Em cada dia da sua vida você vai chorar
Lágrimas sofridas que não vão somar um décimo do que eu sofri
O quanto eu sofri
O quanto eu sofri
[Pós-Refrão]
Eu pude ver o sol desaparecer
Do seu rosto, dos seus olhos, da sua vida
Eu pude ver o sol desaparecer
Do seu rosto, dos seus olhos, da sua vida
Eu pude ver o sol desaparecer
Do seu rosto, dos seus olhos, da sua vida
Eu pude ver o sol desaparecer
Do seu rosto, dos seus olhos, da sua vida
[Saída]
Desapareceu...
Desapareceu...
Desapareceu...
Desapareceu...
Desapareceu..."
Ciano,2006-06-01 00:00:00,Logo Você,"2 Contributors
Logo Você Lyrics
[Letra de ""Logo Você"" com Fresno]
[Verso 1]
A cada esquina teimo ouvir
Sua voz a me lembrar
Que você não está aqui
E nada vai dissuadir
Você de seguir sem o seu par
Por mim, você pode fugir
[Pré-Refrão]
Logo você, que sempre foi a mais forte de nós dois
Logo você, deixando o agora pra depois (Pra depois)
[Refrão]
Você sente ao me ver
O que eu sinto por você?
Ou não sente mais nada?
E o que sobrou do seu amor
Será o bastante pra manter você em casa?
[Pós-Refrão]
Não chorar, não mentir, não amar
Não chorar, não sentir, não amar
[Ponte]
(A cada esquina teimo ouvir)
(Sua voz a me lembrar)
(Que você não está aqui)
(E nada vai dissuadir)
(Você de seguir sem o seu par)
(Por mim, você pode fugir)
[Refrão]
Logo você!
Você sente ao me ver
O que eu sinto por você?
Ou não sente mais nada?
E o que sobrou do seu amor
Será o bastante pra manter você em casa?
[Saída]
(Você sente ao me ver)
(O que eu sinto por você?)
(Ou não sente mais nada?)
E o que sobrou do seu amor
Será o bastante pra manter você em casa?"
Ciano,2006-06-01 00:00:00,O Peso Do Mundo,"2 Contributors
O Peso Do Mundo Lyrics
[Letra de ""O Peso do Mundo"" com Fresno]
[Verso 1]
Será que eu não vou mais aguentar?
Será que eu não tenho onde ficar?
Será que vou suportar
Saber que tudo em minha volta é falso e sujo?
Será que vou continuar a carregar nas costas o peso do mundo?
[Verso 2]
Como é que eu consigo me acalmar
Sem nunca explodir, chorar, gritar?
Como podem ser tão maus?
Humilham, mentem, mudam o rumo da minha vida
Só porque eu não sou igual
E ocupo todo o tempo sarando feridas
[Refrão]
E eu quero viver sem ter que dar explicação (Dar explicação)
E eu quero tirar espinhos do meu coração (Do meu coração)
Me deixa pensar que assim eu vou sobreviver! (Vou sobreviver)
Me deixa sonhar, amar, me autoconhecer
[Saída]
Autoconhecer
Autoconhecer
Autoconhecer"
Ciano,2006-06-01 00:00:00,Alguém Que Te Faz Sorrir,"4 Contributors
Alguém Que Te Faz Sorrir Lyrics
[Letra de ""Alguém Que Te Faz Sorrir"" com Fresno]
[Verso 1]
Eu nunca consegui
Saber diferenciar
Não querer com não mais sentir
Não merecer com não mais amar
[Verso 2]
E hoje eu estou aqui
Sem ter lugar pra ficar
Escrevendo canções pra que
Você possa escutar
Com outro alguém do seu lado...
[Refrão]
Alguém que te faz sorrir
Alguém que vai te abraçar
Quando a escuridão cair
Te impedindo de me enxergar
E eu, que hoje estou aqui
E pra sempre vou ficar
Segundos antes de dormir
De mim você vai lembrar
[Pós-Refrão]
Tente me ouvir... (Tente me ouvir)
Tente me ver...
Um outro alguém (Eu vou mudar...)
Eu juro que eu vou ser...
[Refrão]
Alguém que te faz sorrir (Alguém que te faz sorrir)
Alguém que vai te abraçar (Alguém que vai te abraçar)
Quando a escuridão cair (Quando a escuridão cair)
Quando você precisar (Quando você precisar)
De alguém que não vai mentir (De alguém que não vai mentir)
Que não quer te magoar (Que não quer te magoar)
(Segundos antes de dormir...)
De mim você vai lembrar
[Saída]
Alguém que te faz sorrir
Alguém que vai te abraçar
Quando a escuridão cair
Quando você precisar
De alguém que não vai mentir
Que não quer te magoar
Segundos antes de dormir
De mim você vai lembrar..."
Ciano,2006-06-01 00:00:00,Soneto Para Petr Cech,"3 Contributors
Soneto Para Petr Cech Lyrics
[Letra de ""Soneto Para Petr Cech"" com Fresno]
[Verso 1]
Será que você
Já tentou imaginar
O que eu ia fazer
Ocupando o seu lugar?
[Verso 2]
As decisões
Que você soube fazer
Será que eu
Vou ser tão bom quanto você?
[Ponte Instrumental]
[Ponte]
Olho pro espelho
E vejo alguém sem saída
Mesmo com problemas
Bem menores do que os teus
[Verso 3]
As cicatrizes
De uma vida tão sofrida
São bem mais fortes
Do que todos os versos meus
[Refrão]
Então, não deixe a luz se apagar
Você vai precisar (De alguém)
Pra encontrar em mim
O que há de sobra em você
Deixa eu compartilhar
A vida que você levou!
Deixa eu tentar aprender
Como você fez pra ser assim?
[Pós-Refrão]
Pra ser assim
[Saída Instrumental]"
