album,data,musica,letra,tokens,types,lemmas,ttr,ltor,ltyr
eu nunca fui embora - parte 2,2024-09-26T00:00:00.000000,canção pra quando o mundo acabar,"fiz essa canção pra quando o mundo se acabar não foi feita pra você gostar ela diz exatamente o que eu preciso ouvir e não se importa com o que eu vou sentir encarei o precipício e ele que virou o olhar o que será que viu em mim? tem horas que eu não tenho ninguém mesmo com gente ao meu redor e eu ouço as vozes que eu tento calar eu vejo o que não está lá os olhos se fecham еm vão e acende a escuridão fiz еssa canção mas não sei como acabar o descontrole quer me controlar veste como a pele, me transforma em outro alguém tão sequestrador quanto refém encarei o precipício e ele que virou o olhar o que será que viu em mim? tem horas que eu não tenho ninguém cheio de gente ao meu redor e eu ouço as vozes que eu tento calar eu vejo o que não estava lá os olhos se fecham em vão e acende a escuridão o mundo acabou o mundo acabou o mundo acabou o mundo acabou o mundo acabou o mundo acabou",187,81,71,43.31550802139038,37.967914438502675,87.65432098765432
eu nunca fui embora - parte 2,2024-09-26T00:00:00.000000,camadas,"eu não vou mais me sabotar, eu nunca mais vou dar chance pro azar quando eu falava em me matar, eu só queria enterrar o que eu achava de mim quando eu falava em amar eu só queria encontrar alguém igual a mim camada por camada armadura quebrada camada por camada reconstruir a casa ooh o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada ooh o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada 'cê foi tirando, tirando até não sobrar nada 'cê foi tirando, tirando, tirando até não sobrar nada eu me prometi me valorizar mais ter mais tempo pra mim e perdoar meus pais o que mais me mata são coisas que não são de verdadе chega de perdеr tempo, nem tenho mais idade ooh o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada ooh o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada 'cê foi tirando, tirando até não sobrar nada 'cê foi tirando, tirando, tirando até não sobrar nada ooh o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada ooh o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada 'cê foi tirando, tirando até não sobrar nada 'cê foi tirando, tirando, tirando até não sobrar nada",218,65,57,29.81651376146789,26.146788990825687,87.6923076923077
eu te amo eu te odeio + disk me,2024-06-21T00:00:00.000000,eu te amo / eu te odeio (iô - iô),"se alguém um dia perguntar qual é o teu segredo, não ouse falar eu sei, tu deixa só pra mim agora eu entendi o que te fez assim não, ninguém me disse tem coisas que o tempo é quem vai falar não acredito em idiotice nem vou tentar fazer você acreditar (ah, ah, ah) hey, será que não vê? que é desajustada e tá linda assim você não precisa de conserto nem de um amor, muito menos de mim (e é por isso que eu) iô, iô, iô, iô, iô, iô, еu te amo (mas tem horas que еu) iô, iô, iô, iô, iô, iô, eu te odeio (e é por isso que eu) iô, iô, iô, iô, iô, iô, eu te amo (mas tem horas que eu) iô, iô, iô, iô, iô, iô, eu te odeio (vittar) abracadabra, abram as asas amor e ódio eternamente abertos entre a porta do céu e o cemitério a gente vive tudo, menos tédio hey, será que não vê? sou descontrolada e prefiro assim (eu prefiro assim) eu não tenho conserto e não quero amor se ele é feito pro fim (e é por isso que eu) iô, iô, iô, iô, iô, iô, eu te amo (mas tem horas que eu) iô, iô, iô, iô, iô, iô, eu te odeio (e é por isso que eu) iô, iô, iô, iô, iô, iô, eu te amo (mas tem horas que eu) iô, iô, iô, iô, iô, iô, eu te odeio (e é por isso que eu) iô, iô, iô, iô, iô, iô, eu te amo (mas tem horas que eu) iô, iô, iô, iô, iô, iô, eu te odeio (e é por isso que eu) iô, iô, iô, iô, iô, iô, eu te amo (mas tem horas que eu) iô, iô, iô, iô, iô, iô, eu te odeio",304,92,83,30.263157894736842,27.302631578947366,90.21739130434783
eu te amo eu te odeio + disk me,2024-06-21T00:00:00.000000,disk me,"que coragem você tem de me ligar às quatro da manhã pra me falar de amor o que você tomou? quanta audácia você tem de imaginar que ouvir sua voz faria eu reconsiderar o que você tomou? diz que me ama quando bebe mas quando acorda, se esquece desse amor que acabou diz que não encontra outra igual nossa ligação perdeu o sinal você me usou e me deixou disk me, disk me, disk me disk me, disk me, disk me disk me, disk me, disk me consigo imaginar еssa situação a garrafa vazia e o celular na mão hoje não (hojе não) sem perdão (sem perdão) consigo imaginar essa situação achando que controla o meu coração hoje não (hoje não) sem perdão diz que me ama quando bebe mas quando acorda, se esquece desse amor que acabou diz que não encontra outra igual nossa ligação perdeu o sinal você me usou e me deixou diz que me ama quando bebe mas quando acorda, se esquece desse amor que acabou diz que não encontra outra igual nossa ligação perdeu o sinal você me usou e me deixou",187,65,64,34.75935828877005,34.22459893048128,98.46153846153847
eu nunca fui embora - parte 1,2024-04-05T00:00:00.000000,eu nunca fui embora,"e logo quando eu tava acreditando que eu já tava bem (ahn, ahn) parece até que você adivinhou 'cê sabe me abalar como ninguém (ahn, ahn) e desde então eu me liguei que apesar de parecer, eu... nunca fui embora você quem deu o fora você me salva e me faz mal já começou pelo final me dá coragem, me dá medo explanou os meus segredos, uh oh como é que é ter esse mini-poder? só é feliz se fizer alguém sofrer já me tratei que é pra ver se passa tua memória eu não quero nem de graça e desde então eu me liguei que apesar de parecer eu nunca fui embora você quem deu o fora eu nunca fui, eu nunca vou não é assim que eu sou você me salva e me faz mal já começou pelo final me dá coragem, me dá medo explanou os meus segredos, uh oh você me salva e me faz mal já começou pelo final (pelo final) me dá coragem, me dá medo (coragem e medo) explanou os meus segredos, uh oh uh oh uh oh",185,71,65,38.37837837837838,35.13513513513514,91.54929577464789
eu nunca fui embora - parte 1,2024-04-05T00:00:00.000000,quando o pesadelo acabar,"desastre, tragédia, beirando a comédia eu nunca aprendo, sempre remoendo meus traumas afogados, meus sonhos soterrados meus dentes quebrados mordendo o cadeado todo mundo tá fodido eu só queria os meus amigos todo mundo tá fodido eu só queria os meus amigos e quando foi que a gente começou a piorar, a piorar? o medo dorme do meu lado com alarme programado pra tocar (quando o pesadelo acabar) são tantos caminhos e o mesmo destino a porta trancada, janela cimentada tua cama engole teu corpo e a borda é distante te marca com brasa, nada vai sеr como antes todo mundo tá fodido eu só queria os meus amigos e quando foi quе a gente começou a piorar, a piorar? o medo dorme do meu lado com alarme programado pra tocar (quando o pesadelo acabar) e quando foi que a gente começou a piorar, a piorar? o medo dorme do meu lado com alarme programado pra tocar quando o pesadelo acabar e quando foi que a gente começou (acabar) a piorar, a piorar? (a piorar) o medo dorme do meu lado com alarme programado pra tocar (quando o pesadelo acabar) e quando foi que a gente começou a piorar, a piorar? (piorar) o medo dorme do meu lado com alarme programado pra tocar (quando o pesadelo acabar)",217,73,69,33.6405529953917,31.797235023041477,94.52054794520548
eu nunca fui embora - parte 1,2024-04-05T00:00:00.000000,me and you (foda eu e você),"quanto eu conto as vezes que eu errei? achando que sabia coisas mas não sei de nada da tua vida passada nem você sabe por onde andei mas tuas dores mostram que andamos na mesma estrada por onde o amor já passou me olha e diz pra mim que não era pra ser tinha que ser assim, só dá eu e você, só dá eu e você (just me and you) só dá eu e você (just me and you) só dá eu e você (just me and you) só dá eu e você (just me and you) só dá eu e você quanto еu conto as vezes que еu tentei? calcular da força que mantém nossas mãos dadas você me quer de graça, amor pois você menos eu, sobra ninguém e você menos eu já não resulta quase nada mas junto a gente é muito, ô se é me olha e diz pra mim que não era pra ser tinha que ser assim, só dá eu e você, só dá eu e você (just me and you) só dá eu e você (just me and us) só dá eu e você (just me and you) só dá eu e você (just me and us) só dá eu e você (just me and you) (just me and you) me olha e diz pra mim que não era pra ser tinha que ser assim, só dá eu e você, foda eu e você (just me and you) só dá eu e você (just me and us) só dá eu e você (just me and you) só dá eu e você (just me and us) só dá eu e você",278,76,66,27.33812949640288,23.741007194244602,86.8421052631579
eu nunca fui embora - parte 1,2024-04-05T00:00:00.000000,eu te amo / eu te odeio (iô - iô),"se alguém um dia perguntar qual é o teu segredo, não ouse falar eu sei, tu deixa só pra mim agora eu entendi o que te fez assim não, ninguém me disse tem coisas que o tempo é quem vai falar não acredito em idiotice nem vou tentar fazer você acreditar (ah, ah, ah) hey, será que não vê? que é desajustada e tá linda assim você não precisa de conserto nem de um amor, muito menos de mim (e é por isso que eu) iô, iô, iô, iô, iô, iô, еu te amo (mas tem horas que еu) iô, iô, iô, iô, iô, iô, eu te odeio (e é por isso que eu) iô, iô, iô, iô, iô, iô, eu te amo (mas tem horas que eu) iô, iô, iô, iô, iô, iô, eu te odeio (vittar) abracadabra, abram as asas amor e ódio eternamente abertos entre a porta do céu e o cemitério a gente vive tudo, menos tédio hey, será que não vê? sou descontrolada e prefiro assim (eu prefiro assim) eu não tenho conserto e não quero amor se ele é feito pro fim (e é por isso que eu) iô, iô, iô, iô, iô, iô, eu te amo (mas tem horas que eu) iô, iô, iô, iô, iô, iô, eu te odeio (e é por isso que eu) iô, iô, iô, iô, iô, iô, eu te amo (mas tem horas que eu) iô, iô, iô, iô, iô, iô, eu te odeio (e é por isso que eu) iô, iô, iô, iô, iô, iô, eu te amo (mas tem horas que eu) iô, iô, iô, iô, iô, iô, eu te odeio (e é por isso que eu) iô, iô, iô, iô, iô, iô, eu te amo (mas tem horas que eu) iô, iô, iô, iô, iô, iô, eu te odeio",304,92,83,30.263157894736842,27.302631578947366,90.21739130434783
eu nunca fui embora - parte 1,2024-04-05T00:00:00.000000,camadas,"eu não vou mais me sabotar, nunca mais vou dar chance pro azar quando eu falava em me matar, eu só queria enterrar o que eu achava de mim quando eu falava em amar eu só queria encontrar alguém igual a mim camada por camada armadura quebrada camada por camada reconstruir a casa o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada 'cê foi tirando, tirando até não sobrar nada 'cê foi tirando, tirando, tirando até não sobrar nada eu me prometi me valorizar mais ter mais tempo pra mim e perdoar meus pais o que mais me mata são coisas que não são de verdade chеga de perder tеmpo, nem tenho mais idade o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada 'cê foi tirando, tirando até não sobrar nada 'cê foi tirando, tirando, tirando até não sobrar nada oh o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada oh o meu amor tem camadas 'cê foi tirando, tirando sem devolver nada 'cê foi tirando, tirando até não sobrar nada 'cê foi tirando, tirando, tirando até não sobrar nada",213,66,58,30.985915492957744,27.230046948356808,87.87878787878788
eu nunca fui embora - parte 1,2024-04-05T00:00:00.000000,era pra sempre,"beijo roubado as três da manhã, pegou de lado eu não entendi embriagado e deixei pra depois peguei tua mão pra te assegurar que a solidão não vai machucar e amanhecemos tão tarde pra almoçar você nem sonhava, mas eu sabia que era pra sempre, mesmo quando ninguém sabia sempre, desde o nosso primeiro dia sempre, apesar de mim ingenuidade achar que a gente tem vontades que o destino preenche sua vaidade achar que sabe mais que o tempo que ele dizia que dia após dia aumentaria que a gente sentia até não caber mais em nós você nem sonhava (mas eu já sabia) que era pra sempre, mesmo quando não parecia sempre, desde o nosso primeiro dia sempre, apesar de nós quatro da manhã da sexta feira a tua paciência já se esgotou e em pedaços eu tento juntar tudo de mim em você que nos restou a força que eu acreditava possuir, deixou de existir mostrou pra mim a farsa que eu sou, acovardado e vida me ensinando a gritar calado eu nunca disse que eu ia te amar pra sempre pois pra sempre vou te decepcionar nada é eterno, nem mesmo o tempo exceto a minha gana de recomeçar de novo melhor, mais calmo, sábio, consciente de que tudo pode se acabar mas se depender de mim, eu sei que vou te amar pra (sempre!) sempre achando uma saída (sempre!) até o final da nossa vida sempre, apesar de mim, de você, de nós (sempre!) de nós (sempre!) de nós sempre (sempre, sempre, sempre) ah-ah, ah-ah-ah",259,127,115,49.034749034749034,44.4015444015444,90.5511811023622
eu nunca fui embora - parte 1,2024-04-05T00:00:00.000000,interlude,"estrada do inferno, farol da solidão dentro de um caderno, um parque de redenção por tudo que é eterno, piedade, jaboatão por dentro e por fora, eu nunca fui embora rodrigos, intrigas e noites mal dormidas lições mal aprendidas pra mais de quatro vidas feliz por acidente , antes e agora nunca é minha hora, eu nunca fui embora a vida é um sopro, é a boca da morte me cuspindo pra fora, um golpe de sorte se a gente não morre, não cura dos cortes mas vivendo piora, eu nunca fui embora azar de quem fica, maldito quem vai eu não sei nem o cheiro de abraço de pai repito, incansável, mais forte agora eu nunca fui embora, eu nunca fui embora eu nunca fui embora",126,75,69,59.523809523809526,54.761904761904766,92.0
vou ter que me virar,2021-11-05T00:00:00.000000,vou ter que me virar,"vai, fala então pra mim, tudo que eu não fiz pra te fazer feliz eu sei tudo que eu vivi e o que eu tive que ouvir não sei como eu não morri é solitário a gente não pertencer dormi no ônibus, sonhei que ia bater e se eu sobreviver quando eu respiro, eu não sinto o ar nem sei se eu tenho suficiente pra cantar mas até lá vou ter que me virar como semprе vou ter que superar como sеmpre às vezes eu me sinto só sei que não sou só eu (vou ter que me virar) sempre que eu puder falar, eu não vou me calar sentir isso sozinho mata e talvez seja mesmo assim, essa parte de mim me abençoa e me desgraça às vezes não sei mais por que tô aqui dormi no avião, sonhei que ia cair mas eu sobrevivi quando eu respiro, eu não sinto o ar nem sei se eu tenho suficiente pra cantar mas até lá vou ter que me virar como sempre vou ter que superar como sempre às vezes eu me sinto só sei que não sou só eu vou ter que me virar como sempre vão ter que me engolir como sempre às vezes eu tô só o pó mas é problema meu vou ter que me virar (vou ter que me virar) vou ter que superar (vou ter que superar) as vezes eu me sinto só (as vezes eu me sinto só) sei que não sou só eu vou ter que me virar vão ter que me engolir às vezes eu tô só o pó mas é problema meu vou ter que me virar",277,86,75,31.046931407942242,27.075812274368232,87.20930232558139
vou ter que me virar,2021-11-05T00:00:00.000000,fudeu!!! (ft. arthur joly),"eu tento fugir de tudo que pode me prender a esse mundo e essa tela que engole eu e você fudeu! nem deuses, nem drogas vão me fazer dormir meus sonhos foram roubados, não estão mais aqui fudeu! o que te faz atravessar essa noite que parece não ter fim deixa eu experimentar porque eu já dеsisti, sobreviver tá bom demais pra mim e o prеsidente, basicamente, quer te exterminar e o ideal fascista já conquistou teu núcleo familiar fudeu! o que te faz atravessar essa noite que parece não ter fim deixa eu experimentar porque eu já desisti, o que vier tá bom demais pra mim enquanto você respirar, eu vou te incomodar enquanto você respirar, eu vou te infernizar enquanto você respirar, eu não vou descansar se vocês querem o meu fim, vão ter que me buscar o que te faz atravessar essa noite que parece não ter fim deixa eu experimentar porque eu já desisti, sobreviver tá bom demais o que vier tá bom demais vocês não vão sobreviver a mim",174,74,66,42.5287356321839,37.93103448275862,89.1891891891892
vou ter que me virar,2021-11-05T00:00:00.000000,casa assombrada,"aos poucos, eu vou percebendo os ciclos vão acontecendo padecem os meus comportamentos gatilhos e ressentimentos sempre prontos pra te explorar sem mira e sem razão pra estar trancado no mesmo lugar e esse cara a quem eu não sei gostar: eu o tanto que eu sofri só diz respeito a mim desculpa por eu sempre ser assim uh, terceirizando a minha dor confundindo carência com amor vê se não vai desistir de mim a minha casa é assombrada são meus esses fantasmas por onde quer que eu vá comigo sempre vou levar prometo que não vão te atacar eu espero que 'cê não se importe isso nunca foi culpa sua eu precisei ser muito forte cruzar contigo e atravessar a rua entenda que dentro de mim tem tanta coisa pra eu resolver essa casa tenho que arrumar pra poder receber você a minha casa é assombrada são meus esses fantasmas por onde quer que eu vá comigo sempre vou levar é só a mim que eles vão atormentar a minha casa é assombrada são meus esses fantasmas por onde quer que eu vá comigo sempre vou levar prometo que não vão te atacar a minha casa é assombrada são meus esses fantasmas por onde quer que eu vá comigo eu sempre vou levar prometo que não vão te atacar a minha casa é assombrada são meus esses fantasmas por onde quer que eu vá comigo sempre vou levar fica comigo e ajuda a enfrentar",245,105,93,42.857142857142854,37.95918367346939,88.57142857142857
vou ter que me virar,2021-11-05T00:00:00.000000,já faz tanto tempo (ft. lulu santos),"de longe eu vi você não quis incomodar eu não queria ser o causador de um novo mal-estar 'cê tava tão feliz de um jeito que eu jamais te fiz eu sei que, só de te ver, toda nossa história ia voltar e tudo que eu não quero é quebrar a promessa de não mais ser alguém pra você lembrar quando algum filhadaputa te fizer sofrer achei que eu tava melhor mas aquilo era só um tapume pra esconder o que agora o mundo inteiro vai ver já faz tanto tempo você não sai do pensamеnto e eu não sei como te tirar dе mim e eu não aguento nem mais um só momento assim não, eu não sei superar parte de mim não quer que você seja feliz e a outra parte odeia tanto essa parte e ainda me diz que eu preciso evoluir sob pena de nunca ter no rosto o sorriso que eu vi em você já faz tanto tempo você não sai do pensamento e eu não sei como te tirar de mim e eu não aguento nem mais um só momento assim sei que você vai lembrar eu queria ter amado você tanto quanto você me amou queria ter me importado tão pouco a ponto de dizer que já passou tem tanta coisa que eu preciso aprender a mais urgente é uma forma de superar você já faz tanto tempo você não sai do pensamento e eu não sei como te tirar de mim e eu não aguento nem mais um só momento assim já faz tanto tempo você não sai do pensamento e eu não sei como te tirar de mim e eu não aguento nem mais um só momento assim sei que você vai lembrar como te tirar de mim? como te tirar de mim? como te tirar de mim? como te tirar de mim?",312,110,96,35.256410256410255,30.76923076923077,87.27272727272727
vou ter que me virar,2021-11-05T00:00:00.000000,inv017: eles odeiam gente como nós,"tanto me falaram pr’eu me aquietar e coisas que eu devia esconder não deve ser difícil ser inofensivo dar a outra face pra bater mas eu não aguento mais o tempo não é de paz pra quem aprendeu a ver e quem não viu que a porta do inferno abriu e eles odeiam gente como nós e o calafrio que hoje você sentiu é o medo fazendo a gente mais veloz tanto nos disseram ‘isso vai passar’ que é coisa para o tеmpo resolver e todo o dia a morte tеstar a minha sorte mas eu não sou um bicho fácil de abater mas eu não aguento mais o tempo não é de paz pra quem aprendeu a ver e quem não viu que a porta do inferno abriu e eles odeiam gente como nós e o calafrio que hoje você sentiu é o medo fazendo a gente mais veloz muito mais veloz eu matei meus medos e os enterrei sem olhar pros lados cavei, cavei eu matei meus medos e os enterrei sem olhar pros lados cavei, cavei, cavei e quem não viu que a porta do inferno abriu e eles odeiam gente como nós e o calafrio que hoje você sentiu é o medo fazendo a gente mais veloz e quem não viu que a porta do inferno abriu e eles odeiam gente como nós e o calafrio que hoje você sentiu é o medo fazendo a gente mais veloz",242,81,72,33.47107438016529,29.75206611570248,88.88888888888889
vou ter que me virar,2021-11-05T00:00:00.000000,inv020: agora deixa,"se me perguntar o que eu quero da vida assim como você já não vejo saída você me chama de qualquer lugar já tô chegando, não muda nada tô na esquina, subindo a escada e agora deixa, deixa eu te provar que valeu a pena você me esperar essa canção não é de amor então abre essa porta, por favor que do outro lado tem alguém querendo saber se você pensou igual também e pode parece que eu já desisti que o sonho médio já me conquistou quer o brilho dos mеus olhos já se acinzentou que a minha vontadе não é mais desejo e eu com menos da metade da vida pela frente vivo movido a ilusões tipo um adolescente não tô brincando, vê se não demora mais dois minutos e eu vou embora e agora deixa, deixa eu te provar que valeu a pena você me esperar essa canção não é de amor então abre essa porta, por favor que do outro lado tem alguém querendo saber se você pensou igual também e agora deixa, deixa eu te provar que valeu a pena você me esperar essa canção não é de amor então abre essa porta, por favor que do outro lado tem alguém querendo saber se você pensou igual também",213,90,86,42.25352112676056,40.375586854460096,95.55555555555556
vou ter que me virar,2021-11-05T00:00:00.000000,caminho não tem fim,"depois de tanto caminhar até me faltar o ar de tanto olhar pro lado e não ver ninguém e mesmo os que estavam lá comigo já não estão mais sei que não posso esmorecer também e é só mais essa vez não vai ter outra vez o caminho não tem fim eu vi passar por mim o caminho não tem fim eternamente assim eu vejo o ar que sai de mim deixando claro que, de onde eu vim a desistência nunca foi opção e o que carrego em coração é algo que eles nunca terão podem tentar, mas não consеguirão e é só mais essa vez não vai ter outra vеz me diz pra onde eu vou seguir se tudo em minha volta é precipício desde o início e o que esse mundo quer de mim? se eu já dei tudo que me mantinha vivo não sei se eu consigo o caminho não tem fim eu vi passar por mim o caminho não tem fim eternamente assim o caminho não tem fim eu vi passar por mim o caminho não tem fim eternamente assim e é só mais essa vez não vai ter outra vez essa coragem me empurrou mas não me fez perder o medo de ver tudo que eu sou me escorrendo pelos dedos o sofrimento me fez forte mas também tão inseguro trocou o meu medo da morte por esse medo do futuro não há mais forças pra voltar eu gastei toda ela na ida nada vai te preparar pro que importa nessa vida e o que eu vejo no horizonte uma ponte congelada entre o que eu não aguento mais e o não sentir mais nada",280,127,113,45.357142857142854,40.35714285714286,88.9763779527559
vou ter que me virar,2021-11-05T00:00:00.000000,essa coisa (acorda - trabalha - repete - mantém),"se eu não mexer ninguém vai poder me perceber cada vez menos humano cada vez mais essa coisa se eu não chorar daqui a pouco ninguém vai lembrar toda ligação, engano todo dia a mesma coisa acorda, trabalha, repete, mantém deixa pra viver depois até o que eu amo não mais entretém meu coração se decompôs acorda, trabalha, repete, mantém deixa pra viver depois até o que eu amo não mais entretém meu coração sе decompôs deixa pra viver dеpois meu coração se decompôs meu coração se decompôs meu coração se decompôs se eu não mexer ninguém vai poder me perceber cada vez menos humano cada vez mais essa coisa se eu não chorar daqui a pouco ninguém vai lembrar toda ligação, engano todo dia a mesma coisa acorda, trabalha, repete, mantém deixa pra viver depois até o que eu amo não mais entretém meu coração se decompôs acorda, trabalha, repete, mantém deixa pra viver depois até o que eu amo não mais entretém meu coração se decompôs deixa pra viver depois meu coração se decompôs meu coração se decompôs meu coração se decompôs",184,45,44,24.456521739130434,23.91304347826087,97.77777777777777
vou ter que me virar,2021-11-05T00:00:00.000000,tell me lover (ft. alejandro aranda & yvette young),"pegou na minha mão, eu me senti um nada incapaz de proteger aquilo que eu amava queria evitar que você sofresse mas já vivi assim, era como se eu não vivesse have you ever loved someone but they never cared? have you ever screamed inside ""i wish that you were here"" i'll buy you a rose i'll spare you my life i'll tear up the light i'll spare you the time so tell me, lover am i the only one that you see? so tell me, lover will you follow me to the deep? e, bem na minha vez, o amor fechou a porta ninguém tá muito bem, isso não me conforta eu vivo essa contradição de sempre achar que eu não sou suficiente o teu abraço é um vão have you ever loved someone but they never cared? have you ever screamed inside ""i wish that you were here"" i'll buy you a rose i'll spare you my life i'll tear up the lights i'll spare you the time so tell me, lover am i the only one that you see? so tell me, lover will you follow me to the deep? i'll buy you a rose i'll spare you my life i'll tear up the light i'll spare you the time",213,91,89,42.72300469483568,41.78403755868544,97.8021978021978
vou ter que me virar,2021-11-05T00:00:00.000000,inv004: 6h34 (nem liga guria),"nem liga, guria se eu já não sei disfarçar se eu já cansei de esconder o que era fácil de achar nem liga, guria se nos meus olhos não há mais o brilho de quem vivia com o coração em paz se a gente já soubesse como vai ser a viagem antes mesmo de comprar nossa passagem a gente já virava pro outro lado e dormia, tão só se a gente entendesse que há um ciclo no amor começa pela cura, mas termina com a dor a nossa cama pra sempre estaria vazia nem liga, guria se a minha voz acabar sei que tu já me sacou sem eu precisar falar nem liga, guria não vou poder te atender tô encontrando em minha vida um canto só pra você se a gente já soubesse como vai ser a viagem não perderia tanto tempo com bobagem e o meu peito poderia muito bem ser a tua moradia eu finjo que acredito no que dizem sobre o amor eu finjo que é eterno, mas te peço, por favor esquece tudo e vem passar comigo essa madrugada tão fria vê se não fica assustada quando eu digo eu nunca fui daqueles que fazem sentido tô em são paulo, aqui o céu nunca é azul eu tô aqui cantando um samba com sotaque do sul amanheceu, e eu deveria estar dormindo mas estes versos são palavras explodindo e no teu colo, um dia, elas vão cair e aonde isso vai dar, só cabe a nós decidir uh-uh-uh-uh-uh, uh-uh, uh... oh-oh, oh, oh... uh-uh-uh-uh-uh, uh uh-uh, uuhh... hm, hm, hm",265,158,147,59.62264150943396,55.471698113207545,93.0379746835443
vou ter que me virar,2021-11-05T00:00:00.000000,grave acidente,"se o que sai dessas mãos te ferir como flecha não te peço perdão por arruinar tua festa verso que sai da boca, sai pra não mais voltar pode te fazer rir e chorar não me resta escolha a não ser esperar a inevitável sentença de uma vida a cantar verso que sai da boca é capaz de matar vira bala perdida o teu peito encontra meu fardo é pesado mas é de se compreender eu sinto ter mais passado que futuro a viver é só ficar do teu lado pro meu sonho escurecer e um oceano encarnado de um ódio infinito afoga eu e você não sou piloto nem carro eu sou um grave acidente eu vou acontecer se o que sai dessas mãos te ferir como flecha não te peço perdão por arruinar tua festa verso que sai da boca é capaz de matar é capaz de matar",150,82,77,54.666666666666664,51.33333333333333,93.90243902439023
inventário,2021-09-03T00:00:00.000000,"inv001: 12 words 30000 stones (ft. ​adieu, arthur mutanen & chediak)","o digital me traduz tão mal e tudo que me faz real são arquivos corrompidos pra esquecer nesse punhal tá escrito 'alô' tão fundo em mim ele cortou quem vai limpar toda essa merda é você e eu não percebi... a dozen words 30000 stones crushing all my bones i keep forgetting that i'm the only one able to kill and capable to heal myself not you, not anyone i'm out of fucks to give therefore i give you none falei, repeti até eu acreditar fingi que tava tudo bеm, até pesar i'm the same, i'll bе the one who drop first blood so throw your stones, your filthy words i don't have enough fucks to give nem mesmo a flor que eu plantei vai esconder o que enterrei pedaços de mim que eu precisei fragmentar nem mesmo a flor que eu plantei vai esconder o que enterrei pedaços de mim que eu precisei fragmentar e é real/oficial até o ar puro me faz mal aos poucos vejo minha alma apodrecer então eu me afundo mais... prazeres artificiais dentro de mim vou desfragmentar você... e eu não percebi... a dozen words 30000 stones crushing all my bones i keep forgetting that i'm the only one able to heal and capable to kill myself not you, not anyone i'm out of fucks to give therefore i give you none i give you none i'm out of fucks to give therefore i give you none",244,119,117,48.77049180327869,47.950819672131146,98.31932773109243
inventário,2021-09-03T00:00:00.000000,inv002: o sonho é a senha (ft. foreign & keops & raony),"não se atreva a duvidar de nós não se atreva a duvidar de nós esse temporal é temporário, amor mas o amor é força atemporal quando a corda aperta, apartai do mal acordo o coração com coragem a queda-livre vai te lembrar o sentido e te dar o sentido pro que tem sentido é o que me deu força pra eu não ter cedido seu não fosse o sonho eu tava fudid— o sonho é a senha (uh) o sonho é a senha nada é mais perigoso que um sonhador nada é mais poderoso que o invisível nada pode parar o pensamento do nada sopra no rosto o vento do impossível não se atreva a duvidar de nós o sonho é a senha (uh) não se atreva a duvidar de nós o sonho é a senha and dont you dare to meddle affairs your never aware couldnt bare to settle a share fuck with my name you ni**as one in the same playing in different games and still im running to fame yeah its a chain effect give it a days rain i bet the pain will check veins, blood pain about to stain your chest i'll attain the rest don't you know ni**a that i'm dangerous não se atreva a duvidar de nós o sonho é a senha (uh) não se atreva a duvidar de nós o sonho é a senha (não se atreva a duvidar de nós) (não se atreva a duvidar de nós) humanos rumando naturalmente ao caos open your eyes, civilizações tribais somos suor e virais vida veloz e voraz vida veioz e fugaz, novos tempos não temos tempo, mais não temos tempo, mais… dangerous, dangerous dontcha now n**ga that i’m dangerous",286,146,140,51.048951048951054,48.95104895104895,95.8904109589041
inventário,2021-09-03T00:00:00.000000,inv003: safc remix (inside a fast car) (ft. twin pumpkin),"straight from gepetto's kitchen a seldom cedar frame panoramic and wide slit-throat percentages, my clapping reason, classic-like catalogue but fuck that puppeteer , steering my hustle, you know that diamond don't shine she brings the butterflies, destiny wise, the apple tree of my eyes",44,40,40,90.9090909090909,90.9090909090909,100.0
